timeOpen;timeClose;timeHigh;timeLow;name;open;high;low;close;volume;marketCap;timestamp
"2025-01-20T00:00:00.000Z";"2025-01-20T23:59:59.999Z";"2025-01-20T06:56:00.000Z";"2025-01-20T00:42:00.000Z";"2781";101083.753465156;109114.8848340883;99471.3589402134;102016.6622807587;126279678351.02;2021959305140.74;"2025-01-20T23:59:59.999Z"
"2025-01-19T00:00:00.000Z";"2025-01-19T23:59:59.999Z";"2025-01-19T21:00:00.000Z";"2025-01-19T23:41:00.000Z";"2781";104411.286795273;106299.7985288669;99570.5311832792;101089.6064983213;76789928525.09;2002715800503.2;"2025-01-19T23:59:59.999Z"
"2025-01-18T00:00:00.000Z";"2025-01-18T23:59:59.999Z";"2025-01-18T15:55:00.000Z";"2025-01-18T08:11:00.000Z";"2781";104124.9545762088;104913.2062143758;102226.6203345545;104408.0673030506;50445655725.64;2068581942437.74;"2025-01-18T23:59:59.999Z"
"2025-01-17T00:00:00.000Z";"2025-01-17T23:59:59.999Z";"2025-01-17T20:01:00.000Z";"2025-01-17T00:04:00.000Z";"2781";100025.7650552685;105884.230447798;99948.9050642389;104462.0426222178;71888972662.9;2069344681719.56;"2025-01-17T23:59:59.999Z"
"2025-01-16T00:00:00.000Z";"2025-01-16T23:59:59.999Z";"2025-01-16T00:03:00.000Z";"2025-01-16T15:03:00.000Z";"2781";100505.2987263067;100781.5890950225;97364.4430844998;99756.9090981947;54103781804.71;1975939538073.53;"2025-01-16T23:59:59.999Z"
"2025-01-15T00:00:00.000Z";"2025-01-15T23:59:59.999Z";"2025-01-15T20:22:00.000Z";"2025-01-15T00:05:00.000Z";"2781";96534.0459693992;100697.2343634354;96501.6443933864;100504.493441195;57805923627.33;1991112409561.28;"2025-01-15T23:59:59.999Z"
