pressure_mb,verticalWind_ms,AmbientTemperature_K
561.51,-0.36,312.20
561.13,-0.33,312.34
561.13,0.00,312.49
561.26,0.00,312.41
561.51,0.00,312.41
561.65,-0.03,312.40
561.80,-0.06,312.40
561.94,-0.09,312.40
562.08,-0.13,312.39
562.22,-0.16,312.39
562.37,-0.19,312.39
562.51,-0.22,312.39
562.65,-0.25,312.38
562.80,-0.28,312.38
562.94,-0.31,312.38
563.08,-0.34,312.37
563.22,-0.38,312.37
563.37,-0.41,312.37
563.51,-0.44,312.36
563.65,-0.47,312.36
563.79,-0.50,312.36
563.94,-0.53,312.36
564.08,-0.56,312.35
564.22,-0.59,312.35
564.36,-0.63,312.35
564.51,-0.66,312.34
564.65,-0.69,312.34
562.14,-0.72,312.34
560.88,-0.44,312.36
561.63,-0.42,312.38
562.39,-0.41,312.40
563.14,-0.39,312.42
563.90,-0.38,312.43
564.65,-0.36,312.45
565.41,-0.35,312.47
566.16,-0.33,312.49
564.78,0.61,312.41
563.78,0.48,312.41
562.77,0.34,312.41
565.03,-0.44,312.41
566.54,-0.68,312.56
566.91,-0.84,312.63
566.54,-0.76,312.63
567.16,-0.63,312.63
567.92,-0.76,312.66
567.54,-0.56,312.68
567.16,-0.35,312.71
565.15,0.52,312.41
563.77,0.76,312.34
562.77,0.96,312.34
562.14,0.96,312.20
562.26,1.27,312.34
563.14,1.20,312.49
564.84,0.76,312.53
566.53,0.33,312.56
566.28,0.50,312.49
567.79,0.61,312.71
568.42,0.50,312.71
566.66,0.39,312.71
565.90,0.46,312.63
566.41,-0.80,312.73
568.11,-0.60,312.82
569.80,-0.41,312.92
566.53,-1.29,312.71
563.90,-0.76,312.49
563.64,-0.46,312.49
564.02,-0.59,312.49
565.53,-0.61,312.71
565.28,-0.74,312.56
565.97,-0.54,312.59
566.66,-0.33,312.63
569.55,-0.94,312.85
572.44,-1.29,313.14
574.82,-1.45,313.50
573.44,-1.66,313.29
574.95,-1.27,313.50
574.57,-0.39,313.26
571.05,-0.19,313.02
567.54,0.00,312.78
565.15,-0.90,312.56
565.03,-0.70,312.63
566.16,-0.61,312.56
566.03,-0.88,312.71
566.41,-0.63,312.63
567.54,-0.70,312.73
568.23,-0.52,312.82
568.92,-0.34,312.92
566.66,-1.08,312.71
567.67,-0.74,312.71
569.17,-1.06,312.92
571.18,-1.16,313.07
573.44,-1.14,313.29
575.08,-1.16,313.50
574.64,-1.16,313.50
574.20,-1.16,313.50
574.45,-1.00,313.50
574.07,0.40,313.36
572.69,0.32,313.29
570.68,0.41,313.07
570.56,0.46,313.07
570.18,0.44,313.05
569.87,0.41,313.03
569.55,0.37,313.01
569.24,0.34,312.99
568.92,0.31,312.97
568.61,0.27,312.96
568.30,0.24,312.94
567.98,0.21,312.92
567.67,0.17,312.90
567.35,0.14,312.88
567.04,0.11,312.86
566.73,0.07,312.84
566.41,0.04,312.82
566.10,0.00,312.80
565.78,-0.03,312.78
565.47,-0.06,312.76
565.16,-0.10,312.74
564.84,-0.13,312.73
564.53,-0.16,312.71
564.21,-0.20,312.69
563.90,-0.23,312.67
563.58,-0.26,312.65
563.27,-0.30,312.63
564.91,-0.33,312.63
565.66,-0.41,312.69
566.34,-0.30,312.74
567.02,-0.20,312.79
567.70,-0.09,312.85
568.39,0.01,312.90
569.07,0.12,312.96
569.75,0.22,313.02
570.43,0.33,313.07
570.56,0.63,313.14
570.56,0.15,313.11
570.56,-0.33,313.07
570.18,0.52,313.00
570.18,0.56,313.00
571.69,0.74,313.21
571.19,0.43,313.07
571.31,0.54,313.07
572.95,0.57,313.24
574.39,0.01,313.41
575.83,-0.56,313.58
577.21,0.00,313.65
578.22,0.00,313.79
578.22,-0.33,313.79
579.72,-1.22,314.01
579.09,-1.64,313.94
578.72,-1.20,313.94
577.59,-0.60,313.79
576.46,0.00,313.65
576.21,-0.33,313.58
574.95,-0.56,313.43
573.83,0.00,313.29
570.56,0.32,313.14
569.56,0.70,313.07
569.43,0.59,313.07
569.68,0.93,313.07
569.93,1.27,313.07
570.31,0.52,313.07
571.19,0.46,313.14
572.32,0.49,313.21
573.58,0.44,313.29
574.58,0.38,313.50
572.32,-0.35,313.21
572.44,-0.35,313.25
572.57,-0.36,313.29
572.70,0.49,313.21
572.95,0.40,313.29
573.95,0.52,313.36
572.19,0.34,313.14
572.57,0.41,313.21
573.32,0.44,313.26
573.45,0.44,313.31
573.58,0.44,313.36
574.20,0.35,313.50
576.34,0.57,313.65
576.71,0.40,313.79
577.22,0.33,313.87
578.34,0.39,313.87
576.59,-0.41,313.70
574.89,0.00,313.53
573.20,0.40,313.36
571.19,0.35,313.21
571.69,0.57,313.14
571.19,0.52,313.21
571.07,0.84,313.21
570.69,0.66,313.07
571.44,0.84,313.21
572.88,0.73,313.32
574.33,0.61,313.43
573.95,0.34,313.29
574.58,0.46,313.50
574.08,0.50,313.50
575.59,0.49,313.50
574.96,0.40,313.50
572.82,0.41,313.49
572.81,0.41,313.47
572.81,0.41,313.46
572.80,0.41,313.45
572.80,0.41,313.44
572.79,0.41,313.42
572.79,0.41,313.41
572.78,0.41,313.40
572.78,0.41,313.39
572.77,0.41,313.37
572.77,0.41,313.36
572.76,0.41,313.35
572.75,0.40,313.34
572.75,0.40,313.32
572.74,0.40,313.31
572.74,0.40,313.30
572.73,0.40,313.29
572.73,0.40,313.27
572.72,0.40,313.26
572.72,0.40,313.25
572.71,0.40,313.24
572.71,0.40,313.22
572.70,0.40,313.21
573.45,0.40,313.29
576.21,0.49,313.43
577.18,0.37,313.56
578.15,0.26,313.69
579.12,0.14,313.83
580.09,0.03,313.97
581.06,-0.09,314.10
582.03,-0.20,314.24
583.00,-0.32,314.37
586.14,0.00,314.66
588.14,-0.55,314.91
590.15,-1.10,315.17
596.78,-1.56,315.68
598.41,-2.04,315.97
600.91,-1.87,316.26
602.54,-2.00,316.40
606.16,-1.56,316.83
607.16,-1.70,316.74
604.91,-1.49,316.64
602.66,-1.27,316.55
601.78,-1.49,316.40
601.78,-1.54,316.40
603.29,-1.14,316.55
600.91,-1.87,316.33
599.03,-1.62,316.33
599.16,-1.49,316.04
596.35,-1.53,315.86
593.54,-1.56,315.68
592.29,-1.24,315.39
594.29,-1.14,315.53
596.17,-1.31,315.82
596.67,-1.62,315.75
597.29,-1.64,315.82
597.17,-1.68,315.75
595.79,-1.56,315.68
594.41,-1.45,315.61
590.41,-0.34,315.24
587.78,0.33,314.95
583.64,0.41,314.45
582.51,0.32,314.30
583.76,0.38,314.45
582.51,0.43,314.30
578.81,0.38,313.94
575.11,0.32,313.58
576.49,-0.54,313.79
576.99,-0.50,313.87
577.24,-0.38,313.94
576.61,-0.40,313.72
575.11,-0.66,313.58
573.60,-0.49,313.58
574.23,-0.47,313.58
574.85,-0.46,313.58
574.60,-0.61,313.65
573.72,-0.66,313.50
572.34,-0.39,313.50
571.97,0.00,313.58
572.72,-0.33,313.50
573.72,0.00,313.53
574.79,-0.46,313.55
575.86,-0.92,313.58
577.99,-0.74,313.79
579.87,-0.84,313.94
580.87,-1.18,314.08
581.88,-1.33,314.16
584.38,-1.08,314.45
585.39,-1.31,314.52
587.01,-1.31,314.70
588.64,-1.31,314.88
588.27,-0.57,314.81
589.02,0.00,314.95
588.89,0.35,315.03
586.01,-0.32,314.66
583.26,0.35,314.45
580.75,0.39,314.41
580.39,0.36,314.37
580.02,0.33,314.33
579.66,0.30,314.28
579.29,0.26,314.24
578.93,0.23,314.20
578.56,0.20,314.16
578.20,0.17,314.12
577.83,0.14,314.08
577.47,0.11,314.04
577.10,0.08,314.00
576.74,0.05,313.95
576.37,0.01,313.91
576.01,-0.02,313.87
575.64,-0.05,313.83
575.28,-0.08,313.79
574.91,-0.11,313.75
574.55,-0.14,313.71
574.18,-0.17,313.67
573.82,-0.20,313.62
573.45,-0.24,313.58
573.09,-0.27,313.54
572.72,-0.30,313.50
573.47,-0.33,313.72
575.10,-0.46,313.74
574.72,-0.35,313.76
574.35,-0.24,313.78
573.97,-0.13,313.80
573.60,-0.01,313.81
573.22,0.10,313.83
572.85,0.21,313.85
572.47,0.32,313.87
571.96,0.00,313.36
571.09,-0.17,313.36
570.21,-0.35,313.36
569.83,0.00,313.21
570.33,-0.56,313.07
570.21,-0.47,313.14
569.58,-0.49,313.07
569.33,-0.47,313.00
569.20,-0.54,313.00
569.64,-0.55,313.00
570.08,-0.56,313.00
570.71,-0.56,313.21
570.46,-0.41,313.14
569.58,-0.40,313.07
569.08,-0.44,312.92
570.33,-0.98,312.92
570.46,-0.40,313.14
567.37,0.02,312.67
564.28,0.44,312.20
555.73,0.36,311.40
556.61,0.33,311.32
555.86,0.41,311.32
559.76,0.35,311.76
565.92,0.40,312.63
568.30,-0.61,312.53
565.98,-0.46,312.44
563.66,-0.32,312.34
564.66,0.78,312.20
568.81,0.76,312.92
573.83,-0.46,313.50
577.22,-0.56,313.65
581.61,-1.12,314.16
585.62,-1.12,314.52
588.44,-0.74,314.88
591.26,-0.35,315.24
592.27,-0.50,315.32
592.14,-0.68,315.32
591.27,-0.38,315.32
589.39,0.33,315.10
584.38,1.06,314.66
584.63,0.43,314.64
584.56,0.21,314.61
584.50,0.00,314.59
583.75,0.33,314.52
582.75,-0.33,314.37
583.88,0.39,314.52
585.38,0.00,314.66
587.01,0.35,314.95
589.64,0.32,315.05
589.89,-0.27,315.14
590.14,-0.86,315.24
590.77,-1.35,315.24
590.65,-1.47,315.24
591.77,-1.37,315.32
593.90,-0.41,315.53
595.03,-0.32,315.61
594.91,-0.80,315.61
596.22,-0.98,315.75
597.54,-1.16,315.90
594.53,-0.56,315.68
594.53,-0.32,315.61
594.91,-0.33,315.61
594.91,-0.44,315.61
592.41,-0.72,315.39
586.77,-0.35,315.34
586.54,-0.32,315.29
586.31,-0.28,315.24
586.08,-0.25,315.19
585.86,-0.22,315.14
585.63,-0.18,315.09
585.40,-0.15,315.04
585.17,-0.12,314.99
584.94,-0.09,314.94
584.72,-0.05,314.89
584.49,-0.02,314.83
584.26,0.01,314.78
584.03,0.05,314.73
583.80,0.08,314.68
583.57,0.11,314.63
583.35,0.15,314.58
583.12,0.18,314.53
582.89,0.21,314.48
582.66,0.24,314.43
582.43,0.28,314.38
582.21,0.31,314.33
581.98,0.34,314.28
581.75,0.38,314.23
581.63,0.41,314.23
583.76,0.56,314.44
585.66,0.29,314.65
587.56,0.02,314.86
589.46,-0.25,315.07
591.35,-0.52,315.27
593.25,-0.79,315.48
595.15,-1.06,315.69
597.05,-1.33,315.90
600.67,-1.29,316.33
600.17,-1.52,316.26
599.67,-1.75,316.18
600.92,-1.39,316.33
599.30,-0.57,316.18
598.92,-0.40,316.11
599.05,-1.35,316.18
599.67,-1.27,316.26
599.92,-0.40,316.16
598.80,-0.37,316.07
597.67,-0.33,315.97
596.92,0.00,315.90
596.80,-0.59,315.90
601.42,-1.37,316.33
602.05,-1.85,316.40
606.80,-1.33,316.83
610.55,-1.85,317.27
607.68,-1.68,317.05
604.81,-1.51,316.83
601.43,-0.63,316.40
600.43,-0.47,316.33
604.06,-0.39,316.62
606.81,-0.44,316.98
607.81,-0.57,317.05
609.43,-1.72,316.95
606.93,-1.50,316.86
604.43,-1.29,316.76
604.56,-1.60,316.76
600.06,-0.57,316.26
599.31,-0.43,316.18
594.42,-0.33,315.82
592.42,-0.38,315.46
587.66,-1.16,314.95
588.16,-0.74,315.02
588.66,-0.32,315.10
591.79,-0.90,315.32
590.42,-0.34,315.24
590.42,0.38,315.24
588.16,0.34,314.95
588.16,0.61,315.10
591.04,0.41,315.22
591.48,0.40,315.34
591.92,0.40,315.46
592.42,0.44,315.46
593.54,0.52,315.53
591.67,0.35,315.46
587.53,0.47,315.10
587.66,0.78,315.03
590.04,0.56,315.08
589.16,0.82,315.12
588.28,1.08,315.17
588.54,0.68,315.10
584.02,0.43,314.74
580.14,-0.59,314.66
580.26,0.00,314.81
581.27,0.00,314.81
580.89,0.00,314.52
581.26,0.00,314.59
581.64,0.00,314.66
581.27,0.00,314.66
581.27,0.00,314.52
581.27,0.00,314.66
580.77,0.00,314.52
580.52,0.00,314.52
581.39,0.00,314.57
581.90,-0.01,314.63
582.42,-0.02,314.68
582.93,-0.03,314.74
583.45,-0.04,314.79
583.96,-0.05,314.84
584.48,-0.06,314.90
584.99,-0.07,314.95
585.51,-0.08,315.00
586.02,-0.09,315.06
586.53,-0.10,315.11
587.05,-0.11,315.17
587.56,-0.12,315.22
588.08,-0.13,315.27
588.59,-0.14,315.33
589.11,-0.15,315.38
589.62,-0.16,315.43
590.14,-0.17,315.49
590.65,-0.18,315.54
591.17,-0.19,315.60
591.68,-0.20,315.65
592.19,-0.21,315.70
592.71,-0.22,315.76
593.22,-0.23,315.81
593.74,-0.24,315.86
594.25,-0.25,315.92
594.77,-0.26,315.97
595.29,-0.27,316.03
595.80,-0.28,316.08
596.32,-0.29,316.13
596.83,-0.30,316.19
597.35,-0.31,316.24
597.86,-0.32,316.30
598.38,-0.33,316.35
598.89,-0.34,316.40
599.41,-0.35,316.46
599.92,-0.36,316.51
600.44,-0.37,316.57
600.95,-0.38,316.62
601.47,-0.39,316.67
601.98,-0.40,316.73
602.50,-0.41,316.78
603.01,-0.42,316.83
603.53,-0.43,316.89
604.04,-0.44,316.94
604.55,-0.45,317.00
605.07,-0.46,317.05
602.57,-0.47,316.83
600.20,-0.41,316.69
601.88,-0.37,316.83
603.56,-0.32,316.98
607.69,-1.35,317.34
608.19,-0.52,317.56
603.81,-0.46,317.05
603.50,-0.59,317.05
603.19,-0.71,317.05
602.88,-0.84,317.05
602.56,-0.97,317.05
602.25,-1.09,317.05
601.94,-1.22,317.05
603.06,-1.31,316.98
603.94,-1.22,316.98
601.19,-0.33,316.76
600.31,-1.29,316.69
601.56,-0.90,316.98
600.44,-0.63,316.84
599.31,-0.35,316.69
597.81,0.00,316.69
599.43,0.00,316.69
601.81,-0.33,316.76
601.31,-0.50,316.76
597.93,-0.44,316.47
594.93,0.40,316.46
594.85,0.40,316.46
594.78,0.40,316.45
594.70,0.40,316.45
594.62,0.40,316.44
594.55,0.40,316.43
594.47,0.40,316.43
594.39,0.40,316.42
594.32,0.39,316.42
594.24,0.39,316.41
594.16,0.39,316.40
594.08,0.39,316.40
594.01,0.39,316.39
593.93,0.39,316.39
593.85,0.39,316.38
593.78,0.39,316.37
593.70,0.39,316.37
593.62,0.39,316.36
593.55,0.39,316.35
593.47,0.39,316.35
593.39,0.39,316.34
593.32,0.39,316.34
593.24,0.38,316.33
593.16,0.38,316.32
593.09,0.38,316.32
593.01,0.38,316.31
592.93,0.38,316.31
592.86,0.38,316.30
592.78,0.38,316.29
592.70,0.38,316.29
592.63,0.38,316.28
592.55,0.38,316.28
592.47,0.38,316.27
592.40,0.38,316.26
592.32,0.38,316.26
592.24,0.38,316.25
592.16,0.37,316.25
592.09,0.37,316.24
592.01,0.37,316.23
591.93,0.37,316.23
591.86,0.37,316.22
591.78,0.37,316.22
591.70,0.37,316.21
591.63,0.37,316.20
591.55,0.37,316.20
591.47,0.37,316.19
591.40,0.37,316.19
591.32,0.37,316.18
591.24,0.37,316.17
591.17,0.37,316.17
591.09,0.36,316.16
591.01,0.36,316.16
590.93,0.36,316.15
590.86,0.36,316.14
590.78,0.36,316.14
590.70,0.36,316.13
590.63,0.36,316.12
590.55,0.36,316.12
590.47,0.36,316.11
590.40,0.36,316.11
590.32,0.36,316.10
590.24,0.36,316.09
590.16,0.36,316.09
590.09,0.36,316.08
590.01,0.35,316.08
589.93,0.35,316.07
589.86,0.35,316.06
589.78,0.35,316.06
589.70,0.35,316.05
589.63,0.35,316.05
589.55,0.35,316.04
587.55,0.35,316.11
586.42,0.57,316.16
586.98,0.61,316.21
587.55,0.65,316.26
588.30,0.68,316.40
588.42,0.68,316.33
589.30,0.72,316.40
588.67,0.49,316.18
587.67,0.66,316.62
587.80,0.57,316.47
587.80,0.11,316.37
587.80,-0.35,316.26
588.05,-0.29,316.24
588.30,-0.23,316.23
588.55,-0.17,316.21
588.80,-0.12,316.20
589.05,-0.06,316.18
589.30,0.00,316.11
586.80,0.28,316.04
584.29,0.56,315.97
581.03,0.86,315.82
589.18,1.08,316.47
588.17,1.08,316.18
585.29,1.06,316.47
585.04,1.20,316.26
584.41,1.12,315.82
584.75,1.09,315.86
585.08,1.06,315.90
585.42,1.03,315.94
585.76,1.00,315.99
586.09,0.97,316.03
586.43,0.94,316.07
586.76,0.91,316.11
587.10,0.87,316.15
587.44,0.84,316.19
587.77,0.81,316.23
588.11,0.78,316.27
588.45,0.75,316.32
588.78,0.72,316.36
589.12,0.69,316.40
589.46,0.66,316.44
589.79,0.63,316.48
590.13,0.60,316.52
590.47,0.57,316.56
590.80,0.54,316.60
591.14,0.51,316.65
591.47,0.48,316.69
591.81,0.44,316.73
592.15,0.41,316.77
592.48,0.38,316.81
592.82,0.35,316.85
593.16,0.32,316.89
593.49,0.29,316.93
593.83,0.26,316.98
594.17,0.23,317.02
594.50,0.20,317.06
594.84,0.17,317.10
595.17,0.14,317.14
595.51,0.11,317.18
595.85,0.08,317.22
596.18,0.05,317.26
596.52,0.02,317.31
596.86,-0.02,317.35
597.19,-0.05,317.39
597.53,-0.08,317.43
597.87,-0.11,317.47
598.20,-0.14,317.51
598.54,-0.17,317.55
598.87,-0.20,317.59
599.21,-0.23,317.64
599.55,-0.26,317.68
599.88,-0.29,317.72
600.22,-0.32,317.76
600.56,-0.35,317.80
600.89,-0.38,317.84
601.24,-0.42,317.88
601.58,-0.45,317.93
601.91,-0.48,317.97
602.25,-0.51,318.01
602.59,-0.54,318.05
602.92,-0.57,318.09
603.26,-0.60,318.13
603.59,-0.63,318.17
603.93,-0.66,318.21
604.27,-0.69,318.26
604.60,-0.72,318.30
604.94,-0.75,318.34
605.28,-0.78,318.38
605.61,-0.81,318.42
605.95,-0.85,318.46
606.29,-0.88,318.50
606.62,-0.91,318.54
606.96,-0.94,318.59
607.30,-0.97,318.63
607.63,-1.00,318.67
607.97,-1.03,318.71
613.34,-1.06,319.50
615.84,-1.33,319.86
621.21,-0.91,320.22
626.59,-0.49,320.58
625.09,-0.78,320.22
627.34,-0.56,320.72
628.08,-0.65,321.01
631.94,-1.35,321.29
633.19,-1.77,321.29
630.20,-1.35,320.72
634.62,-1.48,321.25
639.04,-1.62,321.79
639.12,-1.59,321.86
639.21,-1.55,321.93
639.29,-1.51,322.01
639.37,-1.48,322.08
639.46,-1.44,322.15
639.54,-1.41,322.06
640.59,-1.23,321.96
641.65,-1.04,321.87
646.13,-1.37,322.58
648.61,-1.62,322.72
647.25,-0.72,322.80
651.35,-1.31,323.15
653.08,-1.14,323.15
656.06,-1.35,323.37
656.80,-1.36,323.45
657.55,-1.38,323.53
658.29,-1.39,323.60
659.03,-1.40,323.68
659.78,-1.41,323.76
660.52,-1.43,323.84
661.26,-1.44,323.92
662.01,-1.45,323.99
662.75,-1.47,324.07
663.49,-1.48,324.15
664.24,-1.49,324.23
664.98,-1.51,324.31
665.72,-1.52,324.39
666.47,-1.53,324.46
667.21,-1.54,324.54
667.95,-1.56,324.62
668.70,-1.57,324.70
669.44,-1.58,324.78
670.18,-1.60,324.85
670.93,-1.61,324.93
671.67,-1.62,325.01
672.41,-1.63,325.09
673.16,-1.65,325.17
673.90,-1.66,325.24
674.64,-1.67,325.32
675.39,-1.69,325.40
676.13,-1.70,325.48
676.87,-1.71,325.56
677.62,-1.73,325.63
678.36,-1.74,325.71
679.10,-1.75,325.79
679.85,-1.76,325.87
680.59,-1.78,325.95
681.33,-1.79,326.03
682.08,-1.80,326.10
682.82,-1.82,326.18
683.56,-1.83,326.26
684.31,-1.84,326.34
685.05,-1.86,326.42
685.79,-1.87,326.49
686.53,-1.88,326.57
687.28,-1.89,326.65
688.02,-1.91,326.73
688.76,-1.92,326.81
689.51,-1.93,326.88
690.25,-1.95,326.96
690.99,-1.96,327.04
691.74,-1.97,327.12
692.48,-1.98,327.20
693.25,-2.00,327.28
693.99,-2.01,327.36
694.73,-2.02,327.43
695.48,-2.04,327.51
696.22,-2.05,327.59
696.97,-2.06,327.67
697.71,-2.08,327.75
698.45,-2.09,327.82
699.20,-2.10,327.90
699.94,-2.11,327.98
700.68,-2.13,328.06
701.43,-2.14,328.14
702.17,-2.15,328.21
702.91,-2.17,328.29
703.66,-2.18,328.37
704.40,-2.19,328.45
705.15,-2.21,328.53
705.89,-2.22,328.61
706.63,-2.23,328.68
707.38,-2.24,328.76
708.12,-2.26,328.84
696.17,-2.27,327.92
686.55,-1.91,327.09
678.37,-1.80,326.27
670.18,-1.68,325.44
670.30,-1.35,325.22
663.74,-1.04,324.87
653.82,-1.33,324.01
659.77,-1.29,324.30
658.78,-1.14,323.87
656.79,-1.41,324.08
657.47,-1.36,324.29
658.16,-1.31,324.51
654.93,-1.33,324.05
651.71,-1.34,323.59
648.47,-1.36,323.14
645.25,-1.38,322.68
642.02,-1.39,322.22
638.79,-1.41,322.27
637.05,-1.25,322.32
635.31,-1.08,322.37
643.88,-0.86,322.80
636.68,-1.12,322.22
636.43,-1.18,322.22
635.06,-0.33,322.30
630.83,-0.36,321.94
635.93,-0.94,322.72
635.59,-0.92,322.71
635.26,-0.90,322.70
634.92,-0.88,322.68
634.59,-0.86,322.67
634.25,-0.84,322.66
633.92,-0.82,322.65
633.58,-0.80,322.64
633.25,-0.78,322.62
632.91,-0.76,322.61
632.58,-0.74,322.60
632.24,-0.72,322.59
631.91,-0.70,322.57
631.57,-0.68,322.56
631.24,-0.66,322.55
630.90,-0.64,322.54
630.57,-0.62,322.53
630.23,-0.60,322.51
629.90,-0.58,322.50
629.56,-0.56,322.49
629.23,-0.54,322.48
628.89,-0.52,322.47
628.56,-0.50,322.45
628.22,-0.48,322.44
627.89,-0.46,322.43
627.55,-0.44,322.42
627.22,-0.42,322.40
626.88,-0.40,322.39
626.55,-0.38,322.38
626.21,-0.36,322.37
625.88,-0.34,322.36
625.54,-0.32,322.34
625.20,-0.30,322.33
624.87,-0.28,322.32
624.53,-0.27,322.31
624.20,-0.25,322.30
623.86,-0.23,322.28
623.53,-0.21,322.27
623.19,-0.19,322.26
622.86,-0.17,322.25
622.52,-0.15,322.23
622.19,-0.13,322.22
621.85,-0.11,322.21
621.52,-0.09,322.20
621.18,-0.07,322.19
620.85,-0.05,322.17
620.51,-0.03,322.16
620.18,-0.01,322.15
619.84,0.01,322.14
619.51,0.03,322.13
619.17,0.05,322.11
618.83,0.07,322.10
618.50,0.09,322.09
618.16,0.11,322.08
617.83,0.13,322.06
617.49,0.15,322.05
617.15,0.17,322.04
616.82,0.19,322.03
616.48,0.21,322.02
616.15,0.23,322.00
615.81,0.25,321.99
615.48,0.27,321.98
615.14,0.29,321.97
614.81,0.31,321.95
614.47,0.33,321.94
614.14,0.35,321.93
613.80,0.37,321.92
613.47,0.39,321.91
613.13,0.41,321.89
612.80,0.43,321.88
612.46,0.45,321.87
610.59,0.47,321.87
611.46,0.74,322.08
611.95,0.37,322.30
612.45,0.00,322.51
612.95,0.68,321.72
613.45,0.68,322.15
612.70,0.68,321.65
611.95,0.57,322.01
610.45,0.82,322.72
610.20,0.74,322.15
611.63,0.74,322.01
613.07,0.74,321.87
614.38,0.56,321.94
615.69,0.38,322.01
617.00,0.20,322.08
618.31,0.03,322.15
619.62,-0.15,322.22
620.93,-0.33,322.13
620.06,-0.45,322.03
619.19,-0.57,321.94
616.57,0.54,322.51
615.45,0.66,323.01
615.45,0.65,321.94
615.69,0.65,322.51
615.94,0.63,322.58
619.56,0.49,322.01
623.18,0.35,321.44
